name,domains,web_pages,country,alpha_two_code,state-province
Baiko Women's College,['baiko.ac.jp'],['http://www.baiko.ac.jp/'],Japan,JP,
Beppu University,['beppu-u.ac.jp'],['http://www.beppu-u.ac.jp/'],Japan,JP,
International Budo University,['budo-u.ac.jp'],['http://www.budo-u.ac.jp/'],Japan,JP,
Bukkyo University,['bukkyo-u.ac.jp'],['http://www.bukkyo-u.ac.jp/'],Japan,JP,
Bunka Women's University,['bunka-wu.ac.jp'],['http://www.bunka-wu.ac.jp/'],Japan,JP,
Bunkyo University,['bunkyo.ac.jp'],['http://www.bunkyo.ac.jp/'],Japan,JP,
Tokushima Bunri University,['bunri-u.ac.jp'],['http://www.bunri-u.ac.jp/'],Japan,JP,
Chuo Gakuin University,['cgu.ac.jp'],['http://www.cgu.ac.jp/'],Japan,JP,
Chiba University,['chiba-u.ac.jp'],['http://www.chiba-u.ac.jp/'],Japan,JP,
Chikushi Jogakuen University,['chikushi.ac.jp'],['http://www.chikushi.ac.jp/'],Japan,JP,
Chubu University,['chubu.ac.jp'],['http://www.chubu.ac.jp/'],Japan,JP,
Chubu Gakuin University & Chubu Women's College,['chubu-gu.ac.jp'],['http://www.chubu-gu.ac.jp/'],Japan,JP,
Chukyo Women's University,['chujo-u.ac.jp'],['http://www.chujo-u.ac.jp/'],Japan,JP,
Chukyo Gakuin University,['chukyogakuin-u.ac.jp'],['http://www.chukyogakuin-u.ac.jp/'],Japan,JP,
Chukyo University,['chukyo-u.ac.jp'],['http://www.chukyo-u.ac.jp/'],Japan,JP,
Chuo University,['chuo-u.ac.jp'],['http://www.chuo-u.ac.jp/'],Japan,JP,
Chiba Keizai University,['cku.ac.jp'],['http://www.cku.ac.jp/'],Japan,JP,
Chiba University of Commerce,['cuc.ac.jp'],['http://www.cuc.ac.jp/'],Japan,JP,
Daido Institute of Technology,['daido-it.ac.jp'],['http://www.daido-it.ac.jp/'],Japan,JP,
Daiichi College of Pharmaceutical Sciences,['daiichi-cps.ac.jp'],['http://www.daiichi-cps.ac.jp/'],Japan,JP,
"Dai Ichi University, College of Technology",['daiichi-koudai.ac.jp'],['http://www.daiichi-koudai.ac.jp/'],Japan,JP,
Daiichi University of Economics,['daiichi-ue.ac.jp'],['http://www.daiichi-ue.ac.jp/'],Japan,JP,
Osaka College of Music,['daion.ac.jp'],['http://www.daion.ac.jp/'],Japan,JP,
Osaka University of Commerce,['daishodai.ac.jp'],['http://www.daishodai.ac.jp/'],Japan,JP,
Daito Bunka University,['daito.ac.jp'],['http://www.daito.ac.jp/'],Japan,JP,
Tokyo Denki University,['dendai.ac.jp'],['http://www.dendai.ac.jp/'],Japan,JP,
Doho University,['doho.ac.jp'],['http://www.doho.ac.jp/'],Japan,JP,
Dohto University,['dohto.ac.jp'],['http://www.dohto.ac.jp/'],Japan,JP,
Hokkaido Information University,['do-johodai.ac.jp'],['http://www.do-johodai.ac.jp/'],Japan,JP,
Dokkyo University,['dokkyo.ac.jp'],['http://www.dokkyo.ac.jp/'],Japan,JP,
Dokkyo University School of Medicine,['dokkyomed.ac.jp'],['http://www.dokkyomed.ac.jp/'],Japan,JP,
Doshisha University,['doshisha.ac.jp'],['http://www.doshisha.ac.jp/'],Japan,JP,
Doshisha Women's College of Liberal Arts,['dwc.doshisha.ac.jp'],['http://www.dwc.doshisha.ac.jp/'],Japan,JP,
Edogawa University,['edogawa-u.ac.jp'],['http://www.edogawa-u.ac.jp/'],Japan,JP,
Ehime University,['ehime-u.ac.jp'],['http://www.ehime-u.ac.jp/'],Japan,JP,
Eichi University,['eichi-u.ac.jp'],['http://www.eichi-u.ac.jp/'],Japan,JP,
Kagawa Institute of Nutrition,['eiyo.ac.jp'],['http://www.eiyo.ac.jp/'],Japan,JP,
Elisabeth University of Music,['eum.ac.jp'],['http://www.eum.ac.jp/'],Japan,JP,
Fukuoka Dental College,['fdcnet.ac.jp'],['http://www.fdcnet.ac.jp/'],Japan,JP,
Ferris University,['ferris.ac.jp'],['http://www.ferris.ac.jp/'],Japan,JP,
National Fisheries University,['fish-u.ac.jp'],['http://www.fish-u.ac.jp/'],Japan,JP,
Fukuoka Institute of Technology,['fit.ac.jp'],['http://www.fit.ac.jp/'],Japan,JP,
Fukushima Medical College,['fmu.ac.jp'],['http://www.fmu.ac.jp/'],Japan,JP,
Fukui Prefectural University,['fpu.ac.jp'],['http://www.fpu.ac.jp/'],Japan,JP,
Fuji Women's College,['fujijoshi.ac.jp'],['http://www.fujijoshi.ac.jp/'],Japan,JP,
Fujita Health University,['fujita-hu.ac.jp'],['http://www.fujita-hu.ac.jp/'],Japan,JP,
Fukui Medical School,['fukui-med.ac.jp'],['http://www.fukui-med.ac.jp/'],Japan,JP,
Fukui University,['fukui-u.ac.jp'],['http://www.fukui-u.ac.jp/'],Japan,JP,
Fukui University of Technology,['fukui-ut.ac.jp'],['http://www.fukui-ut.ac.jp/'],Japan,JP,
Fukuoka University of Education,['fukuoka-edu.ac.jp'],['http://www.fukuoka-edu.ac.jp/'],Japan,JP,
Fukuoka International University,['fukuoka-int-u.ac.jp'],['http://www.fukuoka-int-u.ac.jp/'],Japan,JP,
Fukuoka Prefectural University,['fukuoka-pu.ac.jp'],['http://www.fukuoka-pu.ac.jp/'],Japan,JP,
Fukuoka University,['fukuoka-u.ac.jp'],['http://www.fukuoka-u.ac.jp/'],Japan,JP,
Fukushima University,['fukushima-u.ac.jp'],['http://www.fukushima-u.ac.jp/'],Japan,JP,
Fukuyama University,['fukuyama-u.ac.jp'],['http://www.fukuyama-u.ac.jp/'],Japan,JP,
Fukuoka Women's University,['fwu.ac.jp'],['http://www.fwu.ac.jp/'],Japan,JP,
Aichi Gakusen University,['gakusen.ac.jp'],['http://www.gakusen.ac.jp/'],Japan,JP,
Gakushuin University,['gakushuin.ac.jp'],['http://www.gakushuin.ac.jp/'],Japan,JP,
Tokyo National University of Fine Arts and Music,['geidai.ac.jp'],['http://www.geidai.ac.jp/'],Japan,JP,
Gifu Keizai University,['gifu-keizai.ac.jp'],['http://www.gifu-keizai.ac.jp/'],Japan,JP,
Gifu University for Education and Languages,['gifu-kyoiku.ac.jp'],['http://www.gifu-kyoiku.ac.jp/'],Japan,JP,
Gifu Pharmaceutical University,['gifu-pu.ac.jp'],['http://www.gifu-pu.ac.jp/'],Japan,JP,
Gifu University,['gifu-u.ac.jp'],['http://www.gifu-u.ac.jp/'],Japan,JP,
Gifu Women's University,['gijodai.ac.jp'],['http://www.gijodai.ac.jp/'],Japan,JP,
Gunma Prefectural Women's University,['gpwu.ac.jp'],['http://www.gpwu.ac.jp/'],Japan,JP,
Gunma University,['gunma-u.ac.jp'],['http://www.gunma-u.ac.jp/'],Japan,JP,
Hachinohe University,['hachinohe-u.ac.jp'],['http://www.hachinohe-u.ac.jp/'],Japan,JP,
Hakodate University,['hakodate-u.ac.jp'],['http://www.hakodate-u.ac.jp/'],Japan,JP,
Hakuoh University,['hakuoh.ac.jp'],['http://www.hakuoh.ac.jp/'],Japan,JP,
Hamamatsu University,['hamamatsu-u.ac.jp'],['http://www.hamamatsu-u.ac.jp/'],Japan,JP,
Hamamatsu University School of Medicine,['hama-med.ac.jp'],['http://www.hama-med.ac.jp/'],Japan,JP,
Hanazono University,['hanazono.ac.jp'],['http://www.hanazono.ac.jp/'],Japan,JP,
Hannan University,['hannan-u.ac.jp'],['http://www.hannan-u.ac.jp/'],Japan,JP,
Hiroshima Bunkyo Women's University,['h-bunkyo.ac.jp'],['http://www.h-bunkyo.ac.jp/'],Japan,JP,
Fukuyama Heisei University,['heisei-u.ac.jp'],['http://www.heisei-u.ac.jp/'],Japan,JP,
Hijiyama University,['hijiyama-u.ac.jp'],['http://www.hijiyama-u.ac.jp/'],Japan,JP,
Himeji Dokkyo University,['himeji-du.ac.jp'],['http://www.himeji-du.ac.jp/'],Japan,JP,
Himeji Institute of Technology,['himeji-tech.ac.jp'],['http://www.himeji-tech.ac.jp/'],Japan,JP,
Hirosaki Gakuin University,['hirogaku-u.ac.jp'],['http://www.hirogaku-u.ac.jp/'],Japan,JP,
Hiroshima Women's University,['hirojo-u.ac.jp'],['http://www.hirojo-u.ac.jp/'],Japan,JP,
Hiroshima International University,['hirokoku-u.ac.jp'],['http://www.hirokoku-u.ac.jp/'],Japan,JP,
Hirosaki University,['hirosaki-u.ac.jp'],['http://www.hirosaki-u.ac.jp/'],Japan,JP,
Hiroshima City University,['hiroshima-cu.ac.jp'],['http://www.hiroshima-cu.ac.jp/'],Japan,JP,
Hiroshima Prefectural University,['hiroshima-pu.ac.jp'],['http://www.hiroshima-pu.ac.jp/'],Japan,JP,
Hiroshima University,['hiroshima-u.ac.jp'],['http://www.hiroshima-u.ac.jp/'],Japan,JP,
Hokkaido Institute of Technology,['hit.ac.jp'],['http://www.hit.ac.jp/'],Japan,JP,
Hachinohe Institute of Technology,['hi-tech.ac.jp'],['http://www.hi-tech.ac.jp/'],Japan,JP,
Hitotsubashi University,['hit-u.ac.jp'],['http://www.hit-u.ac.jp/'],Japan,JP,
Heisei International University,['hiu.ac.jp'],['http://www.hiu.ac.jp/'],Japan,JP,
Hiroshima Jogakuin University,['hju.ac.jp'],['http://www.hju.ac.jp/'],Japan,JP,
Hiroshima Kokusai Gakuin University,['hkg.ac.jp'],['http://www.hkg.ac.jp/'],Japan,JP,
Hokkaigakuen University of Kitami,['hokkai-k-u.ac.jp'],['http://www.hokkai-k-u.ac.jp/'],Japan,JP,
Hokkaigakuen University,['hokkai-s-u.ac.jp'],['http://www.hokkai-s-u.ac.jp/'],Japan,JP,
Hokkaido University of Education,['hokkyodai.ac.jp'],['http://www.hokkyodai.ac.jp/'],Japan,JP,
Hokkaido University,['hokudai.ac.jp'],['http://www.hokudai.ac.jp/'],Japan,JP,
Hokkaido University of Health Sciences,['hoku-iryo-u.ac.jp'],['http://www.hoku-iryo-u.ac.jp/'],Japan,JP,
Hokuriku University,['hokuriku-u.ac.jp'],['http://www.hokuriku-u.ac.jp/'],Japan,JP,
Hokusei Gakuen University,['hokusei.ac.jp'],['http://www.hokusei.ac.jp/'],Japan,JP,
Hokkaido Institute of Pharmaceutical Sciences,['hokuyakudai.ac.jp'],['http://www.hokuyakudai.ac.jp/'],Japan,JP,
Hosei University,['hosei.ac.jp'],['http://www.hosei.ac.jp/'],Japan,JP,
Hoshi University,['hoshi.ac.jp'],['http://www.hoshi.ac.jp/'],Japan,JP,
Hiroshima University of Economics,['hue.ac.jp'],['http://www.hue.ac.jp/'],Japan,JP,
Hyogo University,['hyogo-dai.ac.jp'],['http://www.hyogo-dai.ac.jp/'],Japan,JP,
Hyogo University of Education,['hyogo-u.ac.jp'],['http://www.hyogo-u.ac.jp/'],Japan,JP,
Hyogo College of Medicine,['hyo-med.ac.jp'],['http://www.hyo-med.ac.jp/'],Japan,JP,
Ibaraki University,['ibaraki.ac.jp'],['http://www.ibaraki.ac.jp/'],Japan,JP,
Ibaraki Christian College,['icc.ac.jp'],['http://www.icc.ac.jp/'],Japan,JP,
International Christian University,['icu.ac.jp'],['http://www.icu.ac.jp/'],Japan,JP,
Kyushu Sangyo University,['ip.kyusan-u.ac.jp'],['http://www.ip.kyusan-u.ac.jp/'],Japan,JP,
Ibaraki Prefectural University of Health Sciences,['ipu.ac.jp'],['http://www.ipu.ac.jp/'],Japan,JP,
Ishinomaki Senshu University,['isenshu-u.ac.jp'],['http://www.isenshu-u.ac.jp/'],Japan,JP,
Chiba Institute of Technology,['it-chiba.ac.jp'],['http://www.it-chiba.ac.jp/'],Japan,JP,
Hiroshima Institute of Technology,['it-hiroshima.ac.jp'],['http://www.it-hiroshima.ac.jp/'],Japan,JP,
International University of Health and Welfare,['iuhw.ac.jp'],['http://www.iuhw.ac.jp/'],Japan,JP,
International University of Japan,['iuj.ac.jp'],['http://www.iuj.ac.jp/'],Japan,JP,
International University of Kagoshima,['iuk.ac.jp'],['http://www.iuk.ac.jp/'],Japan,JP,
Iwaki Meisei University,['iwakimu.ac.jp'],['http://www.iwakimu.ac.jp/'],Japan,JP,
Iwate Medical University,['iwate-med.ac.jp'],['http://www.iwate-med.ac.jp/'],Japan,JP,
Iwate Prefectural University,['iwate-pu.ac.jp'],['http://www.iwate-pu.ac.jp/'],Japan,JP,
Iwate University,['iwate-u.ac.jp'],['http://www.iwate-u.ac.jp/'],Japan,JP,
Japan Advanced Institute of Science and Technology,['jaist.ac.jp'],['http://www.jaist.ac.jp/'],Japan,JP,
Jichi Medical School,['jichi.ac.jp'],['http://www.jichi.ac.jp/'],Japan,JP,
Jikei University School of Medicine,['jikei.ac.jp'],['http://www.jikei.ac.jp/'],Japan,JP,
Jissen Women's University,['jissen.ac.jp'],['http://www.jissen.ac.jp/'],Japan,JP,
Josai International University,['jiu.ac.jp'],['http://www.jiu.ac.jp/'],Japan,JP,
Jobu University,['jobu.ac.jp'],['http://www.jobu.ac.jp/'],Japan,JP,
Josai University,['josai.ac.jp'],['http://www.josai.ac.jp/'],Japan,JP,
Women's College of Fine Arts,['joshibi.ac.jp'],['http://www.joshibi.ac.jp/'],Japan,JP,
Joetsu University of Education,['juen.ac.jp'],['http://www.juen.ac.jp/'],Japan,JP,
Kagoshima Immaculate Heart University,['juntan.k-junshin.ac.jp'],['http://www.juntan.k-junshin.ac.jp/jundai/'],Japan,JP,
Juntendo University,['juntendo.ac.jp'],['http://www.juntendo.ac.jp/'],Japan,JP,
Japan Women's University,['jwu.ac.jp'],['http://www.jwu.ac.jp/'],Japan,JP,
Kagawa University,['kagawa-u.ac.jp'],['http://www.kagawa-u.ac.jp/'],Japan,JP,
Kagoshima University,['kagoshima-u.ac.jp'],['http://www.kagoshima-u.ac.jp/'],Japan,JP,
Kamakura Women's College,['kamakura-u.ac.jp'],['http://www.kamakura-u.ac.jp/'],Japan,JP,
Kanagawa Institute of Technology,['kanagawa-it.ac.jp'],['http://www.kanagawa-it.ac.jp/'],Japan,JP,
Kanagawa University,['kanagawa-u.ac.jp'],['http://www.kanagawa-u.ac.jp/'],Japan,JP,
Kanazawa College of Art,['kanazawa-bidai.ac.jp'],['http://www.kanazawa-bidai.ac.jp/'],Japan,JP,
Kanazawa College of Economics,['kanazawa-eco.ac.jp'],['http://www.kanazawa-eco.ac.jp/'],Japan,JP,
Kanazawa Gakuin University,['kanazawa-gu.ac.jp'],['http://www.kanazawa-gu.ac.jp/'],Japan,JP,
Kanazawa Institute of Technology,['kanazawa-it.ac.jp'],['http://www.kanazawa-it.ac.jp/'],Japan,JP,
Kanazawa Medical University,['kanazawa-med.ac.jp'],['http://www.kanazawa-med.ac.jp/'],Japan,JP,
Kanazawa University,['kanazawa-u.ac.jp'],['http://www.kanazawa-u.ac.jp/'],Japan,JP,
Tottori University of Environmental Studies,['kankyo-u.ac.jp'],['http://www.kankyo-u.ac.jp/'],Japan,JP,
Kansai Gaidai University,['kansai-gaidai-u.ac.jp'],['http://www.kansai-gaidai-u.ac.jp/'],Japan,JP,
Kansai University,['kansai-u.ac.jp'],['http://www.kansai-u.ac.jp/'],Japan,JP,
Kanto Gakuen University,['kanto-gakuen.ac.jp'],['http://www.kanto-gakuen.ac.jp/'],Japan,JP,
Kanto Gakuin University,['kanto-gakuin.ac.jp'],['http://www.kanto-gakuin.ac.jp/'],Japan,JP,
Kawasaki Medical School,['kawasaki-m.ac.jp'],['http://www.kawasaki-m.ac.jp/'],Japan,JP,
Kyoto Bunkyo University,['kbu.ac.jp'],['http://www.kbu.ac.jp/'],Japan,JP,
Kyoto City University of Arts,['kcua.ac.jp'],['http://www.kcua.ac.jp/'],Japan,JP,
Kanagawa Dental College,['kdcnet.ac.jp'],['http://www.kdcnet.ac.jp/'],Japan,JP,
Osaka University of Economics & Law,['keiho-u.ac.jp'],['http://www.keiho-u.ac.jp/'],Japan,JP,
Keio University,['keio.ac.jp'],['http://www.keio.ac.jp/'],Japan,JP,
Keisen Jogaku-en College,['keisen.ac.jp'],['http://www.keisen.ac.jp/'],Japan,JP,
Keiwa College,['keiwa-c.ac.jp'],['http://www.keiwa-c.ac.jp/'],Japan,JP,
Kawamura Gakuen Woman's University,['kgwu.ac.jp'],['http://www.kgwu.ac.jp/'],Japan,JP,
Kinki University,['kindai.ac.jp'],['http://www.kindai.ac.jp/'],Japan,JP,
Kinjo Gakuin University,['kinjo-u.ac.jp'],['http://www.kinjo-u.ac.jp/'],Japan,JP,
Kyoto Institute of Technology,['kit.ac.jp'],['http://www.kit.ac.jp/'],Japan,JP,
Kitakyushu University,['kitakyu-u.ac.jp'],['http://www.kitakyu-u.ac.jp/'],Japan,JP,
Kitami Institute of Technology,['kitami-it.ac.jp'],['http://www.kitami-it.ac.jp/'],Japan,JP,
Kitasato University,['kitasato-u.ac.jp'],['http://www.kitasato-u.ac.jp/'],Japan,JP,
Kyushu International University,['kiu.ac.jp'],['http://www.kiu.ac.jp/'],Japan,JP,
Kibi International University,['kiui.ac.jp'],['http://www.kiui.ac.jp/'],Japan,JP,
Kagawa Medical School,['kms.ac.jp'],['http://www.kms.ac.jp/'],Japan,JP,
Kansai Medical University,['kmu.ac.jp'],['http://www.kmu.ac.jp/'],Japan,JP,
Kumamoto Institute of Technology,['knct.ac.jp'],['http://www.knct.ac.jp/'],Japan,JP,
Kobe Jogakuin University,['kobe-c.ac.jp'],['http://www.kobe-c.ac.jp/'],Japan,JP,
Kobe City University of ForeignStudies,['kobe-cufs.ac.jp'],['http://www.kobe-cufs.ac.jp/'],Japan,JP,
Kobe Design University,['kobe-du.ac.jp'],['http://www.kobe-du.ac.jp/'],Japan,JP,
Kobe Gakuin University,['kobegakuin.ac.jp'],['http://www.kobegakuin.ac.jp/'],Japan,JP,
Kobe International University,['kobe-kiu.ac.jp'],['http://www.kobe-kiu.ac.jp/'],Japan,JP,
Kobe Pharmaceutical University,['kobepharma-u.ac.jp'],['http://www.kobepharma-u.ac.jp/'],Japan,JP,
Kobe Shinwa Women's University,['kobe-shinwa.ac.jp'],['http://www.kobe-shinwa.ac.jp/'],Japan,JP,
Kobe University,['kobe-u.ac.jp'],['http://www.kobe-u.ac.jp/'],Japan,JP,
Kochi Medical School,['kochi-ms.ac.jp'],['http://www.kochi-ms.ac.jp/'],Japan,JP,
Kochi University of Technology,['kochi-tech.ac.jp'],['http://www.kochi-tech.ac.jp/'],Japan,JP,
Kochi University,['kochi-u.ac.jp'],['http://www.kochi-u.ac.jp/'],Japan,JP,
Kochi Women's University,['kochi-wu.ac.jp'],['http://www.kochi-wu.ac.jp/'],Japan,JP,
Kogakkan University,['kogakkan-u.ac.jp'],['http://www.kogakkan-u.ac.jp/'],Japan,JP,
Kogakuin University,['kogakuin.ac.jp'],['http://www.kogakuin.ac.jp/'],Japan,JP,
Koka Women's College,['koka.ac.jp'],['http://www.koka.ac.jp/'],Japan,JP,
Kokugakuin University,['kokugakuin.ac.jp'],['http://www.kokugakuin.ac.jp/'],Japan,JP,
Kokushikan University,['kokushikan.ac.jp'],['http://www.kokushikan.ac.jp/'],Japan,JP,
Komazawa University,['komazawa-u.ac.jp'],['http://www.komazawa-u.ac.jp/'],Japan,JP,
Konan University,['konan-u.ac.jp'],['http://www.konan-u.ac.jp/'],Japan,JP,
Konan Women's University,['konan-wu.ac.jp'],['http://www.konan-wu.ac.jp/'],Japan,JP,
Korea University,['korea-u.ac.jp'],['http://www.korea-u.ac.jp/'],Japan,JP,
Koriyama Women's University and College,['koriyama-kgc.ac.jp'],['http://www.koriyama-kgc.ac.jp/'],Japan,JP,
Koshien University,['koshien.ac.jp'],['http://www.koshien.ac.jp/'],Japan,JP,
Koyasan University,['koyasan-u.ac.jp'],['http://www.koyasan-u.ac.jp/'],Japan,JP,
Kyoto Prefectural University,['kpu.ac.jp'],['http://www.kpu.ac.jp/'],Japan,JP,
Kyoto Prefectural University of Medicine,['kpu-m.ac.jp'],['http://www.kpu-m.ac.jp/'],Japan,JP,
Kobe University of Mercantile Marine,['kshosen.ac.jp'],['http://www.kshosen.ac.jp/'],Japan,JP,
Kurashiki Sakuyo University,['ksu.ac.jp'],['http://www.ksu.ac.jp/'],Japan,JP,
Kyushu Tokai University,['ktokai-u.ac.jp'],['http://www.ktokai-u.ac.jp/'],Japan,JP,
Kyoto University of Foreign Studies,['kufs.ac.jp'],['http://www.kufs.ac.jp/'],Japan,JP,
Kansai University of International Studies,['kuins.ac.jp'],['http://www.kuins.ac.jp/'],Japan,JP,
Kanda University of International Studies,['kuis.ac.jp'],['http://www.kuis.ac.jp/'],Japan,JP,
Kumamoto Gakuen University,['kumagaku.ac.jp'],['http://www.kumagaku.ac.jp/'],Japan,JP,
Kumamoto University,['kumamoto-u.ac.jp'],['http://www.kumamoto-u.ac.jp/'],Japan,JP,
Kunitachi College of Music,['kunitachi.ac.jp'],['http://www.kunitachi.ac.jp/'],Japan,JP,
Kure University,['kure-u.ac.jp'],['http://www.kure-u.ac.jp/'],Japan,JP,
Kurume Institute of Technology,['kurume-it.ac.jp'],['http://www.kurume-it.ac.jp/'],Japan,JP,
Kurume University,['kurume-u.ac.jp'],['http://www.kurume-u.ac.jp/'],Japan,JP,
Kurashiki University of Science and the Arts,['kusa.ac.jp'],['http://www.kusa.ac.jp/'],Japan,JP,
Kushiro Public University of Economics,['kushiro-pu.ac.jp'],['http://www.kushiro-pu.ac.jp/'],Japan,JP,
Kansai University of Social Welfare,['kusw.ac.jp'],['http://www.kusw.ac.jp/'],Japan,JP,
Kwansei Gakuin University,['kwansei.ac.jp'],['http://www.kwansei.ac.jp/'],Japan,JP,
Kwassui Women's College,['kwassui.ac.jp'],['http://www.kwassui.ac.jp/'],Japan,JP,
Kagoshima Women's College,['kwc-u.ac.jp'],['http://www.kwc-u.ac.jp/'],Japan,JP,
Kyushu Women's University,['kwuc.ac.jp'],['http://www.kwuc.ac.jp/'],Japan,JP,
Kyoto University of Education,['kyokyo-u.ac.jp'],['http://www.kyokyo-u.ac.jp/'],Japan,JP,
Kyorin University,['kyorin-u.ac.jp'],['http://www.kyorin-u.ac.jp/'],Japan,JP,
Kyoritsu Pharmaceutical University,['kyoritsu-ph.ac.jp'],['http://www.kyoritsu-ph.ac.jp/'],Japan,JP,
Kyoritsu Woman's University,['kyoritsu-wu.ac.jp'],['http://www.kyoritsu-wu.ac.jp/'],Japan,JP,
Kyoto University of Art and Design,['kyoto-art.ac.jp'],['http://www.kyoto-art.ac.jp/'],Japan,JP,
Kyoto Gakuen University,['kyotogakuen-u.ac.jp'],['http://www.kyotogakuen-u.ac.jp/'],Japan,JP,
Kyoto Pharmaceutical University,['kyoto-phu.ac.jp'],['http://www.kyoto-phu.ac.jp/'],Japan,JP,
Kyoto Seika University,['kyoto-seika.ac.jp'],['http://www.kyoto-seika.ac.jp/'],Japan,JP,
Kyoto Sangyo University,['kyoto-su.ac.jp'],['http://www.kyoto-su.ac.jp/'],Japan,JP,
Kyoto University,['kyoto-u.ac.jp'],['http://www.kyoto-u.ac.jp/'],Japan,JP,
Kyoto Women's University,['kyoto-wu.ac.jp'],['http://www.kyoto-wu.ac.jp/'],Japan,JP,
Kyushu Dental College,['kyu-dent.ac.jp'],['http://www.kyu-dent.ac.jp/'],Japan,JP,
Kyushu Kyoritsu University,['kyukyo-u.ac.jp'],['http://www.kyukyo-u.ac.jp/'],Japan,JP,
Kyushu Institute of Design,['kyushu-id.ac.jp'],['http://www.kyushu-id.ac.jp/'],Japan,JP,
Kyushu University of Nursing and SocialWelfare,['kyushu-ns.ac.jp'],['http://www.kyushu-ns.ac.jp/'],Japan,JP,
Kyushu University,['kyushu-u.ac.jp'],['http://www.kyushu-u.ac.jp/'],Japan,JP,
Kyushu Institute of Technology,['kyutech.ac.jp'],['http://www.kyutech.ac.jp/'],Japan,JP,
St. Marianna University School of Medicine,['marianna-u.ac.jp'],['http://www.marianna-u.ac.jp/'],Japan,JP,
